Ticker,Name,Price,Market Cap,GICS Ind Name,GICS Sector,Sec Type
CPRI UN Equity,Capri Holdings Ltd,49.6,7083347456,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,Common Stock
RH UN Equity,RH,286.87,7080293376,Specialty Retail,Consumer Discretionary,Common Stock
KBR UN Equity,KBR Inc,50.92,7080099328,Professional Services,Industrials,Common Stock
RUN UW Equity,Sunrun Inc,33.24,7050343936,Electrical Equipment,Industrials,Common Stock
FR UN Equity,First Industrial Realty Trust Inc,53.01,7001108992,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
SYNH UW Equity,Syneos Health Inc,67.96,6976299008,Life Sciences Tools & Services,Health Care,Common Stock
ORI UN Equity,Old Republic International Corp,22.56,6969619968,Insurance,Financials,Common Stock
THC UN Equity,Tenet Healthcare Corp,64.37,6944796160,Health Care Providers & Services,Health Care,Common Stock
ATR UN Equity,AptarGroup Inc,105.65,6902854144,Containers & Packaging,Materials,Common Stock
EXEL UW Equity,Exelixis Inc,21.52,6902340096,Biotechnology,Health Care,Common Stock
XPO UN Equity,XPO Logistics Inc,59.86,6883899904,Road & Rail,Industrials,Common Stock
AIRC UN Equity,Apartment Income REIT Corp,43.81,6863887872,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
PII UN Equity,Polaris Inc,115.08,6853660160,Leisure Products,Consumer Discretionary,Common Stock
IIVI UW Equity,II-VI Inc,52.99,6837611008,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
MP UN Equity,MP Materials Corp,38.48,6831513600,Metals & Mining,Materials,Common Stock
NOV UN Equity,NOV Inc,17.29,6791542784,Energy Equipment & Services,Energy,Common Stock
AN UN Equity,AutoNation Inc,120.85,6765616128,Specialty Retail,Consumer Discretionary,Common Stock
PB UN Equity,Prosperity Bancshares Inc,73.96,6746117120,Banks,Financials,Common Stock
RGLD UW Equity,Royal Gold Inc,102.67,6739224064,Metals & Mining,Materials,Common Stock
CACI UN Equity,CACI International Inc,287.4,6728795648,Professional Services,Industrials,Common Stock
MKSI UW Equity,MKS Instruments Inc,120.65,6725317632,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
NVST UN Equity,Envista Holdings Corp,41.07,6710449152,Health Care Equipment & Supplies,Health Care,Common Stock
DCI UN Equity,Donaldson Co Inc,54.6,6708463104,Machinery,Industrials,Common Stock
NSA UN Equity,National Storage Affiliates Trust,53.33,6697161216,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
MUSA UN Equity,Murphy USA Inc,286.0,6678534144,Specialty Retail,Consumer Discretionary,Common Stock
BRX UN Equity,Brixmor Property Group Inc,22.22,6658645504,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
NFG UN Equity,National Fuel Gas Co,71.23,6515825664,Gas Utilities,Utilities,Common Stock
ITT UN Equity,ITT Inc,78.37,6481199104,Machinery,Industrials,Common Stock
SF UN Equity,Stifel Financial Corp,60.96,6470548480,Capital Markets,Financials,Common Stock
GNTX UW Equity,Gentex Corp,27.39,6440199680,Auto Components,Consumer Discretionary,Common Stock
SAIA UW Equity,Saia Inc,241.41,6376057344,Road & Rail,Industrials,Common Stock
HRB UN Equity,H&R Block Inc,39.95,6375786496,Diversified Consumer Services,Consumer Discretionary,Common Stock
BLD UN Equity,TopBuild Corp,196.63,6366641664,Household Durables,Consumer Discretionary,Common Stock
FFIN UW Equity,First Financial Bankshares Inc,44.65,6364525056,Banks,Financials,Common Stock
MTDR UN Equity,Matador Resources Co,53.74,6347665920,"Oil, Gas & Consumable Fuels",Energy,Common Stock
PEN UN Equity,Penumbra Inc,166.83,6320915968,Health Care Equipment & Supplies,Health Care,Common Stock
WU UN Equity,Western Union Co/The,16.37,6314799104,IT Services,Information Technology,Common Stock
COTY UN Equity,Coty Inc,7.52,6310716928,Personal Products,Consumer Staples,Common Stock
LFUS UW Equity,Littelfuse Inc,254.0,6287747072,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
LITE UW Equity,Lumentum Holdings Inc,90.99,6278309888,Communications Equipment,Information Technology,Common Stock
OPCH UW Equity,Option Care Health Inc,34.49,6272401920,Health Care Providers & Services,Health Care,Common Stock
GMED UN Equity,Globus Medical Inc,62.93,6259477504,Health Care Equipment & Supplies,Health Care,Common Stock
CHH UN Equity,Choice Hotels International Inc,111.78,6235083776,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
HALO UW Equity,Halozyme Therapeutics Inc,45.13,6225669120,Biotechnology,Health Care,Common Stock
PNFP UW Equity,Pinnacle Financial Partners Inc,80.82,6176025088,Banks,Financials,Common Stock
QDEL UW Equity,QuidelOrtho Corp,92.2,6173061120,Health Care Equipment & Supplies,Health Care,Common Stock
MTZ UN Equity,MasTec Inc,81.29,6140645888,Construction & Engineering,Industrials,Common Stock
WH UN Equity,Wyndham Hotels & Resorts Inc,67.87,6130399232,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
SKX UN Equity,Skechers USA Inc,39.33,6124982784,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,Common Stock
SAIL UN Equity,Sailpoint Technologies Holdings Inc,64.49,6083939840,Software,Information Technology,Common Stock
INGR UN Equity,Ingredion Inc,91.75,6075646464,Food Products,Consumer Staples,Common Stock
KRC UN Equity,Kilroy Realty Corp,51.52,6021192192,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
SON UN Equity,Sonoco Products Co,61.12,5959569920,Containers & Packaging,Materials,Common Stock
CLH UN Equity,Clean Harbors Inc,110.09,5956224000,Commercial Services & Supplies,Industrials,Common Stock
VLY UW Equity,Valley National Bancorp,11.73,5939233792,Banks,Financials,Common Stock
MDU UN Equity,MDU Resources Group Inc,29.2,5937841664,Construction & Engineering,Industrials,Common Stock
OLED UW Equity,Universal Display Corp,125.41,5922995712,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
VOYA UN Equity,Voya Financial Inc,60.43,5917224448,Diversified Financial Services,Financials,Common Stock
TXRH UW Equity,Texas Roadhouse Inc,88.39,5909169664,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
FLO UN Equity,Flowers Foods Inc,27.68,5869334016,Food Products,Consumer Staples,Common Stock
AYI UN Equity,Acuity Brands Inc,178.97,5854659072,Electrical Equipment,Industrials,Common Stock
BC UN Equity,Brunswick Corp/DE,78.48,5836510720,Leisure Products,Consumer Discretionary,Common Stock
SNV UN Equity,Synovus Financial Corp,40.13,5833691136,Banks,Financials,Common Stock
KNSL UN Equity,Kinsale Capital Group Inc,254.18,5821689856,Insurance,Financials,Common Stock
SRC UN Equity,Spirit Realty Capital Inc,42.58,5805428736,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
VMI UN Equity,Valmont Industries Inc,271.82,5803554304,Construction & Engineering,Industrials,Common Stock
BYD UN Equity,Boyd Gaming Corp,54.22,5792987648,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
PRGO UN Equity,Perrigo Co PLC,42.98,5783030784,Pharmaceuticals,Health Care,Common Stock
NVT UN Equity,nVent Electric PLC,34.7,5777144832,Electrical Equipment,Industrials,Common Stock
SYNA UW Equity,Synaptics Inc,145.75,5774787072,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
IRDM UW Equity,Iridium Communications Inc,45.47,5773500416,Diversified Telecommunication Services,Communication Services,Common Stock
FAF UN Equity,First American Financial Corp,55.41,5771601920,Insurance,Financials,Common Stock
VAC UN Equity,Marriott Vacations Worldwide Corp,138.79,5750358528,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
WWD UW Equity,Woodward Inc,95.23,5729408000,Aerospace & Defense,Industrials,Common Stock
GXO UN Equity,GXO Logistics Inc,48.07,5701828608,Air Freight & Logistics,Industrials,Common Stock
GBCI UN Equity,Glacier Bancorp Inc,51.15,5665651712,Banks,Financials,Common Stock
EME UN Equity,EMCOR Group Inc,114.4,5645442560,Construction & Engineering,Industrials,Common Stock
ASH UN Equity,Ashland Inc,103.78,5618586624,Chemicals,Materials,Common Stock
LSTR UW Equity,Landstar System Inc,153.89,5605810176,Road & Rail,Industrials,Common Stock
CR UN Equity,Crane Holdings Co,99.81,5599173632,Machinery,Industrials,Common Stock
FCN UN Equity,FTI Consulting Inc,160.98,5560176640,Professional Services,Industrials,Common Stock
CW UN Equity,Curtiss-Wright Corp,144.5,5548017664,Aerospace & Defense,Industrials,Common Stock
AMKR UW Equity,Amkor Technology Inc,22.65,5545582592,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
IDA UN Equity,IDACORP Inc,109.49,5535818752,Electric Utilities,Utilities,Common Stock
X UN Equity,United States Steel Corp,23.32,5532133376,Metals & Mining,Materials,Common Stock
TOL UN Equity,Toll Brothers Inc,48.05,5524644864,Household Durables,Consumer Discretionary,Common Stock
RNR UN Equity,RenaissanceRe Holdings Ltd,125.3,5476283392,Insurance,Financials,Common Stock
HOG UN Equity,Harley-Davidson Inc,37.27,5447452160,Automobiles,Consumer Discretionary,Common Stock
